Date,Content,Source
2024-07-20 16:43:00,"Hyundai Santa Fe thế hệ mới liên tiếp ""lánh án"" triệu hồi do dính nhiều lỗi khác nhau, trong đó đợt triệu hồi mới nhất liên quan đến phần mềm điều khiển có thể làm hỏng hộp số.",https://thanhnien.vn/chua-kip-ve-viet-nam-hyundai-santa-fe-moi-lien-tiep-dinh-loi-phai-trieu-hoi-185240719224820826.htm
2024-07-20 15:28:00,"Đóng nắp ca-pô (mui xe) ô tô là thao tác tưởng chừng đơn giản nhưng nếu thực hiện một cách tùy tiện, không đúng cách… theo thời gian sẽ làm hư hỏng, biến dạng phần nắp ca-pô. Vậy, khi cần đóng nắp ca-pô trên ô tô phải thao tác như thế nào cho đúng?",https://thanhnien.vn/dong-nap-ca-po-o-to-sao-cho-dung-185240719113048667.htm
2024-04-29 14:47:00,"Thời tiết nắng nóng gay gắt cùng tình trạng kẹt xe trên nhiều tuyến đường những ngày nghỉ lễ… do đó khi dừng nghỉ hoặc sau chuyến hành trình dài nhiều chủ xe thường mở nắp ca-pô ô tô để giúp ""giải nhiệt"" nhanh cho khoang động cơ, tuy nhiên việc làm này có thực sự cần thiết?",https://thanhnien.vn/nang-gat-co-can-mo-nap-ca-po-giai-nhiet-khoang-dong-co-o-to-sau-chuyen-di-185240427220250523.htm
2024-07-20 18:17:00,"Tang lễ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam Nguyễn Phú Trọng được tổ chức theo nghi thức Quốc tang, trong 2 ngày 25 và 26.7.",https://thanhnien.vn/quoc-tang-tong-bi-thu-nguyen-phu-trong-trong-2-ngay-25-267-185240720181027384.htm
2024-07-20 20:11:00,"Chiều 20.7, tại Bắc Kinh, Tổng Bí thư, Chủ tịch nước Trung Quốc Tập Cận Bình đã đến Đại sứ quán Việt Nam tại Trung Quốc viếng, chia buồn sâu sắc và ghi sổ tang tiễn biệt Tổng Bí thư Nguyễn Phú Trọng.",https://thanhnien.vn/tong-bi-thu-tap-can-binh-vieng-tong-bi-thu-nguyen-phu-trong-185240720200040971.htm
2024-07-20 18:08:00,"Để tỏ lòng tiếc thương và tưởng nhớ đồng chí Tổng Bí thư Nguyễn Phú Trọng, Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Quốc hội nước Cộng hoà xã hội chủ nghĩa Việt Nam, Chủ tịch nước Cộng hoà xã hội chủ nghĩa Việt Nam, Chính phủ nước Cộng hoà xã hội chủ nghĩa Việt Nam, Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam quyết định tổ chức tang lễ đồng chí Tổng Bí thư Nguyễn Phú Trọng với nghi thức Quốc tang.",https://thanhnien.vn/thong-cao-dac-biet-ve-le-tang-tong-bi-thu-nguyen-phu-trong-18524072018012711.htm
2024-07-20 17:36:00,"Tại nhà Trưởng ban Tuyên giáo - Hội Cựu chiến binh tỉnh Cà Mau, các cựu chiến binh lập bàn thờ tưởng nhớ Tổng Bí thư Nguyễn Phú Trọng.",https://thanhnien.vn/nguoi-dan-o-ca-mau-lap-ban-tho-tuong-nho-tong-bi-thu-nguyen-phu-trong-185240720152339705.htm
2024-07-20 18:29:00,"Không ai bảo ai, người dân làng Lại Đà nơi Tổng Bí thư Nguyễn Phú Trọng sinh ra, cùng nhau nhổ từng khóm cỏ, chà từng mảng rêu, quét dọn đường ngõ để chuẩn bị cho lễ quốc tang.",https://thanhnien.vn/dan-lang-lai-da-chuan-bi-cho-le-quoc-tang-185240720171447399.htm
2024-07-20 22:11:00,"Nữ bị can Phạm Thị Thu Trang cầm đầu nhóm đối tượng có hành vi manh động, có tính chất côn đồ, xông vào trong công trường thi công nhằm gây rối trật tự công cộng.",https://thanhnien.vn/bat-nu-bi-can-cam-dau-nhom-gay-roi-trat-tu-cong-cong-185240720205059756.htm
2024-04-10 08:03:00,"Sau một thời gian dài vận động, thuyết phục, ngày 11.4 tới, UBND H.An Dương (TP.Hải Phòng) sẽ thực hiện cưỡng chế thu hồi đất đối với hộ bà Phạm Thị Thu Trang để bàn giao mặt bằng cho chủ đầu tư và nhà thầu thi công dự án nút giao thông khác mức.",https://thanhnien.vn/ngay-114-hai-phong-se-cuong-che-doi-voi-ho-dan-khong-chiu-ban-giao-mat-bang-185240409195745492.htm
